"Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","CouncilArea","Lattitude","Longtitude"
"St Kilda","77 Spenser St","3","h",1900000,"S","Pride","10-12-16",6.1,"3182","3","2","2",289,122,"Port Phillip",-37.8726,144.9782
"St Kilda","12 Gurner St","4","h",1900000,"PI","Wilson","12-11-16",6.1,"3182","4","2","2",507,202,"Port Phillip",-37.8616,144.9807
"St Kilda","54 Pakington St","2","h",1220000,"S","Jellis","14-05-16",6.1,"3182","2","1","1",208,162.904761904762,"Port Phillip",-37.8659,144.9887
"St Kilda","52 Blanche St","3","h",920000,"PI","Marshall","15-10-16",6.1,"3182","3","2","2",124,134,"Port Phillip",-37.8656,144.9851
"St Kilda","8/98 Barkly St","3","h",1120000,"PI","hockingstuart","18-03-17",6.1,"3182","3","2","2",1039,133,"Port Phillip",-37.8638,144.982
"St Kilda","26 Nelson St","2","h",808000,"S","Biggin","18-03-17",6.1,"3182","2","1","0",124,162.904761904762,"Port Phillip",-37.8562,144.9848
"St Kilda","25 Smith St","2","h",1316000,"S","Gary","18-03-17",6.1,"3182","2","1","0",215,162.904761904762,"Port Phillip",-37.869,144.9826
"St Kilda","27 Bath St","2","h",875000,"S","hockingstuart","18-06-16",6.1,"3182","2","1","1",123,68,"Port Phillip",-37.8641,144.9866
"St Kilda","10 Charlotte Pl","5","h",4400000,"S","Marshall","19-11-16",6.1,"3182","5","4","4",657,312,"Port Phillip",-37.8582,144.9913
"St Kilda","50 Fawkner St","2","h",1250000,"S","Marshall","22-08-16",6.1,"3182","2","1","4",147,162.904761904762,"Port Phillip",-37.865,144.9804
"St Kilda","64 Havelock St","2","h",1200500,"S","hockingstuart","24-09-16",6.1,"3182","2","1","0",201,83,"Port Phillip",-37.8654,144.9809
"St Kilda","18 Odessa St","2","h",1435000,"SP","Marshall","25-02-17",6.1,"3182","2","1","1",225,162.904761904762,"Port Phillip",-37.8625,144.9888
"St Kilda","66 Clyde St","2","h",1365000,"S","Whiting","26-07-16",6.1,"3182","2","1","1",361,123,"Port Phillip",-37.8646,144.98
"St Kilda","30 Odessa St","4","h",1950000,"S","hockingstuart","26-07-16",6.1,"3182","4","2","2",436,211,"Port Phillip",-37.8629,144.9887
"St Kilda","35 Pakington St","3","h",1678000,"S","McGrath","27-06-16",6.1,"3182","3","2","2",361,171,"Port Phillip",-37.8663,144.9882
"St Kilda","33 Marine Pde","4","h",4750000,"PI","RT","27-11-16",6.1,"3182","4","3","5",648,162.904761904762,"Port Phillip",-37.8724,144.9767
"St Kilda","71 Carlisle St","3","h",1030000,"S","Jellis","28-05-16",6.1,"3182","3","1","1",292,162.904761904762,"Port Phillip",-37.8677,144.984
"St Kilda","247 Barkly St","3","h",1225000,"S","McGrath","28-08-16",6.1,"3182","3","1","1",248,162.904761904762,"Port Phillip",-37.8714,144.9802
"Strathmore","78 Hillsyde Pde","3","h",905000,"S","Considine","03-09-16",9.7,"3041","3","2","2",662,202.928571428571,"Moonee Valley",-37.7356,144.9242
"Strathmore","82 Strathnaver Av","4","h",1055000,"S","Frank","03-09-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","5 Wallace Cr","4","h",1390000,"S","Nelson","03-09-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","27 Woolart St","4","h",1052000,"S","Considine","03-09-16",9.7,"3041","4","2","2",699,202.928571428571,"Moonee Valley",-37.7207,144.9073
"Strathmore","24 Balmoral Av","4","h",1500000,"SP","Rendina","04-02-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","43 Woolart St","4","h",1015000,"S","Considine","06-08-16",9.7,"3041","3","2","1",794,202.928571428571,"Moonee Valley",-37.7196,144.9062
"Strathmore","14 Bournian Av","4","h",1335000,"S","Nelson","07-05-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","49 Glenview Rd","4","h",1265000,"S","Brad","07-05-16",9.7,"3041","3","1","1",649,202.928571428571,"Moonee Valley",-37.7367,144.9204
"Strathmore","56 Hillsyde Pde","3","h",1025000,"S","Considine","07-05-16",9.7,"3041","3","2","1",654,180,"Moonee Valley",-37.7369,144.9251
"Strathmore","3 Madel Av","3","h",1300000,"S","Paul","07-05-16",9.7,"3041","3","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","8 Upland Rd","3","h",1430000,"S","Paul","07-05-16",9.7,"3041","3","1","1",694,158,"Moonee Valley",-37.7411,144.9262
"Strathmore","27 Henshall Rd","3","h",1330000,"S","Considine","10-09-16",9.7,"3041","3","2","1",606,159,"Moonee Valley",-37.7378,144.9168
"Strathmore","43 Streldon Av","4","h",1030000,"S","Considine","10-09-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","8 Woodland St","3","h",1200000,"S","Considine","10-09-16",9.7,"3041","3","2","2",1781,202.928571428571,"Moonee Valley",-37.7439,144.9331
"Strathmore","12 Columban Av","4","h",2340000,"S","Nelson","10-12-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","39 Loeman St","2","h",1321000,"S","Nelson","10-12-16",9.7,"3041","2","1","1",703,202.928571428571,"Moonee Valley",-37.7346,144.9204
"Strathmore","1 Melissa St","5","h",920000,"S","Nelson","10-12-16",9.7,"3041","5","3","2",783.033898305085,202.928571428571,"Moonee Valley",-37.7312,144.9181
"Strathmore","34 Woodland St","3","h",1194000,"S","Nelson","11-02-17",9.7,"3041","3","1","2",650,143,"Moonee Valley",-37.7436,144.9308
"Strathmore","25 Hayes Rd","5","h",1440000,"S","Barry","12-06-16",9.7,"3041","5","3","2",617,347,"Moonee Valley",-37.7386,144.917
"Strathmore","27 Dublin Av","4","h",1300000,"PI","McDonald","12-11-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","122 Woodland St","2","h",1620000,"S","McDonald","12-11-16",9.7,"3041","2","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","40 Windsor Av","3","h",920000,"VB","Allan","14-05-16",9.7,"3041","3","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","44b Woodland St","2","h",630000,"S","Paul","14-05-16",9.7,"3041","2","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","196a Mascoma St","3","h",850000,"VB","Considine","15-10-16",9.7,"3041","3","3","3",250,207,"Moonee Valley",-37.7189,144.9036
"Strathmore","61 Mascoma St","3","h",1150000,"SP","Nelson","15-10-16",9.7,"3041","3","2","3",696,164,"Moonee Valley",-37.7261,144.9171
"Strathmore","26 Wallace Cr","3","h",1175000,"S","Frank","15-10-16",9.7,"3041","3","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","13 Woolart St","3","h",910000,"S","Nelson","15-10-16",9.7,"3041","3","1","2",692,117,"Moonee Valley",-37.7217,144.9074
"Strathmore","43 Henshall Rd","4","h",1430000,"S","Nelson","16-04-16",9.7,"3041","4","2","1",607,224,"Moonee Valley",-37.7376,144.9154
"Strathmore","10 Roslyn St","5","h",915000,"S","Brad","16-04-16",9.7,"3041","5","3","4",754,202.928571428571,"Moonee Valley",-37.7298,144.9162
"Strathmore","2 Columban Av","3","h",1715500,"S","Nelson","16-07-16",9.7,"3041","3","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","2/13 Fenacre St","3","h",622500,"S","Barry","16-07-16",9.7,"3041","3","2","2",254,127,"Moonee Valley",-37.7302,144.9167
"Strathmore","124 Woodland St","3","h",1500000,"SP","McDonald","17-09-16",9.7,"3041","3","2","4",722,196,"Moonee Valley",-37.7427,144.9226
"Strathmore","44 Lind St","5","h",1485000,"S","Rendina","18-06-16",9.7,"3041","5","2","4",502,365,"Moonee Valley",-37.7317,144.9177
"Strathmore","6 Prefect St","4","h",1715000,"S","Paul","18-06-16",9.7,"3041","4","3","2",650,348,"Moonee Valley",-37.7363,144.9208
"Strathmore","21 Strathnaver Av","4","h",1000000,"S","Frank","18-06-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","222 Woodland St","5","h",2650000,"S","Brad","19-11-16",9.7,"3041","5","3","2",755,365,"Moonee Valley",-37.7417,144.9133
"Strathmore","138a Lebanon St","2","h",630000,"S","Barry","22-05-16",9.7,"3041","3","2","1",378,106,"Moonee Valley",-37.7245,144.9097
"Strathmore","10 Madel Av","4","h",2130000,"S","Considine","22-05-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","36 Roland Av","2","h",1100000,"S","Considine","22-08-16",9.7,"3041","2","1","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","59 Glenview Rd","3","h",1205000,"SP","Nelson","23-04-16",9.7,"3041","3","1","2",650,202.928571428571,"Moonee Valley",-37.736,144.9202
"Strathmore","11/2 Mascoma St","2","h",535000,"S","Considine","23-04-16",9.7,"3041","2","1","1",151,202.928571428571,"Moonee Valley",-37.7296,144.9234
"Strathmore","16 Wendora St","3","h",1075000,"S","Nelson","24-09-16",9.7,"3041","3","2","1",752,202.928571428571,"Moonee Valley",-37.7303,144.9198
"Strathmore","13 Willonga St","3","h",1000000,"SP","Brad","25-02-17",9.7,"3041","3","1","2",697,202.928571428571,"Moonee Valley",-37.7273,144.917
"Strathmore","2 Head St","3","h",1400000,"S","Nelson","26-07-16",9.7,"3041","4","1","2",656,202.928571428571,"Moonee Valley",-37.7373,144.9217
"Strathmore","9 Bruce St","4","h",920000,"VB","Pagan","27-06-16",9.7,"3041","4","1","1",390,202.928571428571,"Moonee Valley",-37.7413,144.9163
"Strathmore","7 Colclough Ct","5","h",960000,"VB","Nelson","27-06-16",9.7,"3041","5","3","2",387,202.928571428571,"Moonee Valley",-37.7225,144.9055
"Strathmore","68 Kernan St","4","h",1110000,"PI","Considine","27-06-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.7361,144.9129
"Strathmore","220 Napier St","3","h",1160000,"S","Barry","27-06-16",9.7,"3041","3","1","1",651,202.928571428571,"Moonee Valley",-37.7416,144.9204
"Strathmore","34 Glenview Rd","4","h",1370000,"S","Nelson","28-05-16",9.7,"3041","4","2","2",908,208,"Moonee Valley",-37.735,144.9203
"Strathmore","22 Lamart St","4","h",985000,"S","Rendina","28-05-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","9 North Av","4","h",1910000,"S","Considine","28-05-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","1 Balmoral Av","4","h",1500000,"SP","Considine","28-08-16",9.7,"3041","4","2","2",783.033898305085,202.928571428571,"Moonee Valley",-37.735,144.9168
"Strathmore","7 Colclough Ct","5","h",880000,"VB","Nelson","30-07-16",9.7,"3041","5","3","2",387,202.928571428571,"Moonee Valley",-37.7225,144.9055
"Strathmore","42 Henshall Rd","3","h",1285000,"S","Nelson","30-07-16",9.7,"3041","3","2","2",616,202.928571428571,"Moonee Valley",-37.7373,144.9155
"Sunshine","5 Leith Av","3","h",670000,"PI","GL","03-09-16",12.6,"3020","3","1","1",585.621739130435,143.373461538462,"Brimbank",-37.7857,144.83041
"Sunshine","142 Cornwall Rd","3","h",800000,"PI","Barry","03-12-16",12.6,"3020","3","2","1",655,165,"Brimbank",-37.7809,144.8424
"Sunshine","32 Matthews St","3","h",950000,"S","GL","03-12-16",12.6,"3020","3","1","1",700,145,"Brimbank",-37.7933,144.8411
"Sunshine","11 Thomson St","3","h",625000,"S","Barry","03-12-16",12.6,"3020","3","1","1",203,143.373461538462,"Brimbank",-37.7853,144.843
"Sunshine","18 Tyler St","2","h",710000,"S","Barry","03-12-16",12.6,"3020","2","1","0",457,143.373461538462,"Brimbank",-37.7878,144.8369
"Sunshine","17 Barnard Ct","3","h",735000,"S","Sweeney","04-03-17",12.6,"3020","3","1","2",539,143.373461538462,"Brimbank",-37.7877,144.8398
"Sunshine","160 Cornwall Rd","3","h",1001000,"S","Jas","04-03-17",12.6,"3020","3","1","5",879,143.373461538462,"Brimbank",-37.7796,144.8426
"Sunshine","7 High St","3","h",780000,"S","Sweeney","04-03-17",12.6,"3020","3","1","0",486,115,"Brimbank",-37.7886,144.8438
"Sunshine","1 Markstone Ct","2","h",710000,"S","S&L","04-03-17",12.6,"3020","2","1","2",619,143.373461538462,"Brimbank",-37.7794,144.8395
"Sunshine","24 Martin St","4","h",1350500,"S","Bells","04-03-17",12.6,"3020","4","1","0",726,181,"Brimbank",-37.7864,144.8353
"Sunshine","15 Mellor St","3","h",745000,"SP","Biggin","04-03-17",12.6,"3020","3","1","2",518,122,"Brimbank",-37.7802,144.8374
"Sunshine","2A Ritchie Ct","2","h",490000,"S","Sweeney","04-03-17",12.6,"3020","2","1","1",322,143.373461538462,"Brimbank",-37.7876,144.8342
"Sunshine","143b Cornwall Rd","2","h",483000,"SP","Douglas","04-06-16",12.6,"3020","2","1","1",585.621739130435,143.373461538462,"Brimbank",-37.7857,144.83041
"Sunshine","51 Ardoyne St","4","h",700000,"PI","Douglas","06-08-16",12.6,"3020","4","2","1",807,143.373461538462,"Brimbank",-37.7966,144.8252
"Sunshine","36 Matthews St","5","h",895000,"PI","Barry","07-05-16",12.6,"3020","4","2","2",690,143.373461538462,"Brimbank",-37.7933,144.8408
"Sunshine","17 Snowden St","3","h",657500,"S","Barry","07-05-16",12.6,"3020","3","1","1",513,116,"Brimbank",-37.7796,144.8372
"Sunshine","1 Walter St","4","h",1030000,"S","Sweeney","07-05-16",12.6,"3020","4","2","2",803,309,"Brimbank",-37.7932,144.8434
"Sunshine","3/17 Anderson Rd","3","h",460000,"PI","Douglas","07-11-16",12.6,"3020","3","2","1",119,110,"Brimbank",-37.7939,144.8261
"Sunshine","3 Colin St","3","h",725000,"SP","Melbourne","07-11-16",12.6,"3020","3","1","3",534,143.373461538462,"Brimbank",-37.7801,144.8412
"Sunshine","116 Cornwall Rd","3","h",620000,"S","Douglas","07-11-16",12.6,"3020","3","1","1",376,143.373461538462,"Brimbank",-37.7831,144.842
"Sunshine","143 Cornwall Rd","3","h",460000,"S","Douglas","07-11-16",12.6,"3020","3","1","1",306,143.373461538462,"Brimbank",-37.7807,144.842
"Sunshine","27 Parsons St","3","h",910000,"S","Trimson","07-11-16",12.6,"3020","3","1","1",725,143.373461538462,"Brimbank",-37.7918,144.8419
"Sunshine","17 Hampshire Rd","3","h",702000,"S","Douglas","10-09-16",12.6,"3020","3","1","1",542,143.373461538462,"Brimbank",-37.7949,144.8303
"Sunshine","158 Morris St","3","h",580000,"S","GL","10-09-16",12.6,"3020","3","1","1",469,143.373461538462,"Brimbank",-37.7923,144.8289
"Sunshine","3 Alexandra Av","4","h",885000,"S","Barry","10-12-16",12.6,"3020","4","2","1",585.621739130435,143.373461538462,"Brimbank",-37.7857,144.83041
"Sunshine","34 Ernest St","4","h",890000,"S","Sweeney","12-11-16",12.6,"3020","4","1","2",668,127,"Brimbank",-37.7796,144.845
"Sunshine","7 Barnett St","3","h",675000,"S","Bells","13-08-16",12.6,"3020","3","1","1",500,143.373461538462,"Brimbank",-37.7821,144.8456
"Sunshine","4/162 Cornwall Rd","2","h",425000,"S","Barry","14-05-16",12.6,"3020","2","1","1",225,80,"Brimbank",-37.7795,144.8432
"Sunshine","3 Lynch St","3","h",715000,"S","YPA","14-05-16",12.6,"3020","3","1","2",558,104,"Brimbank",-37.7807,144.8341
"Sunshine","3 Donald St","3","h",816000,"S","Douglas","15-10-16",12.6,"3020","3","1","1",511,113,"Brimbank",-37.7906,144.8387
"Sunshine","59 Hertford Rd","2","h",825000,"S","Bells","15-10-16",12.6,"3020","2","1","3",580,143.373461538462,"Brimbank",-37.7818,144.8393
"Sunshine","34 Matthews St","3","h",950000,"SP","Jas","15-10-16",12.6,"3020","3","1","4",704,143.373461538462,"Brimbank",-37.7933,144.8409
"Sunshine","20 Servante St","3","h",735000,"PI","hockingstuart","15-10-16",12.6,"3020","3","1","3",435,143.373461538462,"Brimbank",-37.7877,144.838
"Sunshine","13 Union St","3","h",735000,"S","Bells","15-10-16",12.6,"3020","3","1","1",490,143.373461538462,"Brimbank",-37.7892,144.8432
"Sunshine","1 Boreham St","3","h",610000,"S","Barry","16-04-16",12.6,"3020","3","1","0",705,118,"Brimbank",-37.8005,144.822
"Sunshine","72 Anderson Rd","3","h",595999,"SP","Sweeney","16-07-16",12.6,"3020","3","1","1",750,143.373461538462,"Brimbank",-37.7892,144.827
"Sunshine","25 Benjamin St","2","h",591000,"S","Bells","16-07-16",12.6,"3020","2","1","0",210,143.373461538462,"Brimbank",-37.7938,144.8322
"Sunshine","146 Cornwall Rd","3","h",590000,"S","Douglas","16-07-16",12.6,"3020","3","1","1",438,143.373461538462,"Brimbank",-37.7804,144.8425
"Sunshine","8 Couch St","4","h",691000,"S","Stockdale","16-07-16",12.6,"3020","4","1","1",521,143.373461538462,"Brimbank",-37.7953,144.8332
"Sunshine","15 Hampshire Rd","3","h",701000,"S","Barry","16-07-16",12.6,"3020","3","1","1",550,143.373461538462,"Brimbank",-37.7952,144.8302
"Sunshine","82 Hertford Rd","2","h",688000,"S","Douglas","16-07-16",12.6,"3020","2","1","1",611,143.373461538462,"Brimbank",-37.7824,144.8414
"Sunshine","29 Benjamin St","2","h",611000,"S","Bells","17-09-16",12.6,"3020","2","1","2",204,77,"Brimbank",-37.7938,144.8321
"Sunshine","127 Duke St","3","h",655000,"S","Bells","17-09-16",12.6,"3020","3","1","1",497,143.373461538462,"Brimbank",-37.7809,144.8467
"Sunshine","47 Anderson Rd","2","h",551000,"S","GL","18-03-17",12.6,"3020","2","1","2",613,143.373461538462,"Brimbank",-37.7918,144.8268
"Sunshine","75 Cornwall Rd","3","h",750000,"PI","Douglas","18-03-17",12.6,"3020","3","1","1",483,143.373461538462,"Brimbank",-37.7866,144.841
"Sunshine","94 Couch St","4","h",670000,"PI","Douglas","18-03-17",12.6,"3020","4","1","1",603,106,"Brimbank",-37.7945,144.8267
"Sunshine","20 Kingaroy Rd","4","h",888000,"S","Barry","18-03-17",12.6,"3020","4","1","2",562,143.373461538462,"Brimbank",-37.7919,144.8394
"Sunshine","8 High St","3","h",607500,"S","Douglas","18-06-16",12.6,"3020","3","1","2",487,143.373461538462,"Brimbank",-37.7883,144.8439
"Sunshine","17 Leonard St","3","h",850000,"S","Douglas","18-06-16",12.6,"3020","3","1","2",505,143.373461538462,"Brimbank",-37.7798,144.8352
"Sunshine","7 Union St","4","h",590000,"S","Barry","18-06-16",12.6,"3020","3","1","1",490,143.373461538462,"Brimbank",-37.7893,144.8437
"Sunshine","7 Whitty St","2","h",555000,"S","Barry","18-06-16",12.6,"3020","2","1","1",254,143.373461538462,"Brimbank",-37.7881,144.8354
"Sunshine","7 Alexandra Av","3","h",750000,"S","Barry","19-11-16",12.6,"3020","3","1","1",585.621739130435,143.373461538462,"Brimbank",-37.7857,144.83041
"Sunshine","22 Andrew St","4","h",810000,"PI","Douglas","19-11-16",12.6,"3020","4","2","1",585.621739130435,143.373461538462,"Brimbank",-37.7806,144.8413
"Sunshine","13 Cannon St","3","h",605000,"S","Barry","19-11-16",12.6,"3020","3","1","1",462,104,"Brimbank",-37.7969,144.8276
"Sunshine","16 Couch St","4","h",930000,"S","Jas","19-11-16",12.6,"3020","4","2","2",504,174,"Brimbank",-37.7952,144.8325
"Sunshine","8 Station Pl","3","h",880000,"S","Bells","19-11-16",12.6,"3020","3","1","3",463,107,"Brimbank",-37.7905,144.8359
"Sunshine","104 Wright St","3","h",570000,"PI","Douglas","19-11-16",12.6,"3020","3","1","2",535,105,"Brimbank",-37.7956,144.8292
"Sunshine","18 Barnett St","3","h",700000,"SP","Bells","22-05-16",12.6,"3020","3","1","4",505,75,"Brimbank",-37.7817,144.8448
"Sunshine","24 McIntosh St","3","h",571000,"S","Barry","22-05-16",12.6,"3020","3","1","2",589,143.373461538462,"Brimbank",-37.7856,144.8177
"Sunshine","6 Station Pl","4","h",835000,"S","Bells","22-05-16",12.6,"3020","4","2","2",465,143.373461538462,"Brimbank",-37.7905,144.836
"Sunshine","5 Lorenz St","3","h",625000,"S","Douglas","22-08-16",12.6,"3020","3","1","1",459,120,"Brimbank",-37.7813,144.8394
"Sunshine","9 Una St","3","h",695000,"S","Sweeney","22-08-16",12.6,"3020","3","1","1",616,117,"Brimbank",-37.7842,144.843
"Sunshine","74 Benjamin St","3","h",794000,"S","GL","25-02-17",12.6,"3020","3","1","0",426,143.373461538462,"Brimbank",-37.793,144.8283
"Sunshine","30 Chapman St","3","h",890000,"S","Bells","25-02-17",12.6,"3020","3","1","1",668,143.373461538462,"Brimbank",-37.7943,144.8319
"Sunshine","132 Cornwall Rd","3","h",910000,"PI","Douglas","25-02-17",12.6,"3020","3","2","2",653,650,"Brimbank",-37.7815,144.8423
"Sunshine","41 Sun Cr","3","h",755000,"S","Crane","25-02-17",12.6,"3020","3","1","1",585.621739130435,143.373461538462,"Brimbank",-37.7857,144.83041
"Sunshine","107 Wright St","3","h",607000,"S","YPA","25-02-17",12.6,"3020","3","1","2",563,122,"Brimbank",-37.7956,144.826
"Sunshine","11 Brislington St","3","h",679500,"S","Sweeney","26-07-16",12.6,"3020","3","1","1",351,125,"Brimbank",-37.7843,144.8392
